"SubplotID","fraction","Species","bag_no","BagTare_g","BagMass_g","Year","Notes"
"B02W","leaf","potr","1",8.4,8.5,2019," "
"B02W","fruit","","1",8.4,25.3,2019," "
"B02W","leaf","quru","1",8.3,10.4,2019," "
"B03E","leaf","quru","1",8.5,11.2,2019," "
"B03E","fruit","","1",8.4,16.4,2019," "
"B03E","leaf","fagr","1",15.2,33.5,2019," "
"B03E","fwd","","1",8.3,22.9,2019," "
"B03E","leaf","bepa","1",8.3,9.9,2019," "
"B03E","leaf","potr","1",8.3,15.8,2019," "
"B03E","leaf","pogr","1",8.3,38.5,2019," "
"B03E","leaf","amel","1",8.3,9.3,2019," "
"B03E","misc","","1",8.3,41.7,2019," "
"B03E","leaf","acru","1",22.1,88.6,2019," "
"A01W","leaf","fagr","2",8.4,9.3,2019,"broken trap; S side- kept in small Whole Foods bag, separate from main A01W samples "
"A01W","fwd","","2",8.3,9.6,2019,"broken trap; S side- kept in small Whole Foods bag, separate from main A01W samples "
"A01W","leaf","acsa","2",8.3,9.4,2019,"broken trap; S side- kept in small Whole Foods bag, separate from main A01W samples "
"A01W","leaf","pogr","2",8.3,10.6,2019,"broken trap; S side- kept in small Whole Foods bag, separate from main A01W samples "
"A01W","leaf","acru","2",8.4,9,2019,"broken trap; S side- kept in small Whole Foods bag, separate from main A01W samples "
"A01W","fruit","","2",8.3,10.4,2019,"broken trap; S side- kept in small Whole Foods bag, separate from main A01W samples "
"A01W","misc","","2",8.4,11.8,2019,"broken trap; S side- kept in small Whole Foods bag, separate from main A01W samples "
"B04W","fwd","","1",8.5,27.2,2019," "
"B04W","leaf","bepa","1",8.5,15.3,2019," "
"B04W","leaf","fagr","1",8.5,19.9,2019," "
"B04W","leaf","acsa","1",8.5,9,2019," "
"B04W","leaf","quru","1",8.5,12.6,2019," "
"B04W","leaf","pogr","1",8.6,40.5,2019," "
"B04W","fruit","","1",8.6,28.8,2019," "
"B04W","leaf","acru","1",8.4,46.3,2019," "
"B04W","misc","","1",8.4,92.6,2019," "
"B02E","leaf","quru","1",8.4,11.67,2019," "
"B02E","leaf","bepa","1",8.4,14.89,2019," "
"B02E","leaf","fagr","1",8.5,35.97,2019," "
"B02E","misc","","1",8.5,50.35,2019," "
"B02E","fwd","","1",8.4,47.85,2019," "
"B02E","fruit","","1",8.5,26.11,2019," "
"B02E","leaf","acsa","1",8.4,9.71,2019," "
"B02E","leaf","acru","1",8.5,44.93,2019," "
"B02E","leaf","pogr","1",8.4,39.38,2019," "
"A04E","leaf","pogr","1",8.3,74.5,2019," "
"A04E","misc","","1",8.3,66.4,2019," "
"A04E","leaf","acsa","1",8.4,51.1,2019," "
"A04E","leaf","acru","1",8.5,24.8,2019," "
"A04E","leaf","quru","1",8.4,11.1,2019," "
"A04E","fruit","","1",8.4,40.7,2019," "
"A04E","leaf","fagr","1",8.5,26.6,2019," "
"A04E","leaf","potr","1",8.3,9,2019," "
"A04E","leaf","bepa","1",8.5,8.8,2019," "
"A04E","fwd","","1",8.4,149.5,2019," "
"A04W","misc","","1",8.4,76.6,2019," "
"A04W","leaf","quru","1",8.4,9.6,2019," "
"A04W","fwd","","1",8.4,40.1,2019," "
"A04W","leaf","potr","1",8.4,9.3,2019," "
"A04W","leaf","acsa","1",8.4,34.1,2019," "
"A04W","leaf","acru","1",8.4,22.2,2019," "
"A04W","leaf","pogr","1",8.5,52.8,2019," "
"A04W","fruit","","1",8.4,26.4,2019," "
"A04W","leaf","fagr","1",8.4,19.8,2019," "
"A02E","fruit","","1",8.5,19.2,2019," "
"A02E","leaf","potr","1",8.5,9.4,2019," "
"A02E","leaf","acpe","1",8.5,9,2019," "
"A02E","leaf","acru","1",8.5,19.9,2019," "
"A02E","leaf","quru","1",8.5,9,2019," "
"A02E","leaf","pogr","1",8.5,67.5,2019," "
"A02E","leaf","acsa","1",8.5,58.5,2019," "
"A02E","misc","","1",8.5,58.5,2019," "
"A02E","leaf","fagr","1",8.5,42.6,2019," "
"A02E","fwd","","1",8.5,25.8,2019," "
"A01W","leaf","bepa","1",8.5,8.7,2019,"larger Kroger bag of A01W leaves "
"A01W","leaf","pogr","1",8.5,68.7,2019,"larger Kroger bag of A01W leaves "
"A01W","leaf","acru","1",8.5,21,2019,"larger Kroger bag of A01W leaves "
"A01W","leaf","quru","1",8.5,8.7,2019,"larger Kroger bag of A01W leaves "
"A01W","leaf","fagr","1",8.5,42,2019,"larger Kroger bag of A01W leaves "
"A01W","leaf","potr","1",8.5,9.1,2019,"larger Kroger bag of A01W leaves "
"A01W","fruit","","1",8.5,35.7,2019,"larger Kroger bag of A01W leaves "
"A01W","leaf","acsa","1",8.5,16.4,2019,"larger Kroger bag of A01W leaves "
"A01W","misc","","1",8.5,41.1,2019,"larger Kroger bag of A01W leaves "
"A01W","fwd","","1",8.5,36,2019,"larger Kroger bag of A01W leaves "
"D03W","misc","","1",8.5,18.8,2019," "
"D03W","leaf","pogr","1",8.5,39.7,2019," "
"D03W","leaf","pist","1",8.5,10.9,2019," "
"D03W","leaf","acru","1",8.5,19.6,2019," "
"D03W","fruit","","1",8.5,50.2,2019," "
"D03W","leaf","quru","1",8.5,34.3,2019," "
"D03W","leaf","fagr","1",8.5,19.1,2019," "
"D03W","fwd","","1",8.5,59.9,2019," "
"D03W","leaf","bepa","1",8.5,9.1,2019," "
"D01W","fruit","","1",8.4,65.2,2019," "
"D01W","leaf","pogr","1",8.5,14.9,2019," "
"D01W","leaf","pist","1",8.5,17.5,2019," "
"D01W","leaf","quru","1",8.5,71.3,2019," "
"D01W","fwd","","1",8.5,125,2019," "
"D01W","misc","","1",8.5,13.4,2019," "
"D01W","leaf","acru","1",8.5,12.9,2019," "
"D01E","leaf","acru","1",8.5,16.7,2019," "
"D01E","fruit","","1",8.5,47,2019," "
"D01E","misc","","1",8.5,22.4,2019," "
"D01E","leaf","fagr","1",8.5,9.9,2019," "
"D01E","leaf","quru","1",8.5,44,2019," "
"D01E","leaf","pogr","1",8.5,13,2019," "
"D01E","fwd","","1",8.5,34.1,2019," "
"D01E","leaf","quru","2",8.5,43.6,2019," "
"D01E","leaf","pist","1",8.5,15.3,2019," "
"D02E","leaf","quru","1",8.5,24.7,2019," "
"D02E","misc","","1",8.5,14.9,2019," "
"D02E","leaf","pist","1",8.5,21.6,2019," "
"D02E","fwd","","1",8.5,19.4,2019," "
"D02E","leaf","fagr","1",8.5,10.7,2019," "
"D02E","leaf","pogr","1",8.5,17.8,2019," "
"D02E","fruit","","1",8.5,19.9,2019," "
"D02E","leaf","acru","1",8.5,23,2019," "
"D04E","leaf","potr","1",8.5,10.1,2019," "
"D04E","fwd","","1",8.5,11.4,2019," "
"D04E","leaf","acru","1",8.4,9.5,2019," "
"D04E","misc","","1",8.5,12.2,2019," "
"D04E","leaf","quru","1",8.5,26.9,2019," "
"D04E","leaf","pist","1",8.5,40.7,2019," "
"D04E","fruit","","1",8.4,33.9,2019," "
"D04E","leaf","pogr","1",8.4,13.9,2019," "
"D04E","leaf","fagr","1",8.4,9.9,2019," "
"D04W","fruit","","1",12.1,19.4,2019," "
"D04W","leaf","pire","1",8.4,8.9,2019," "
"D04W","leaf","quru","1",8.5,9.3,2019," "
"D04W","leaf","acru","1",12.2,35.7,2019," "
"D04W","leaf","pist","1",8.4,28.4,2019," "
"D04W","leaf","pogr","1",12,42.7,2019," "
"D04W","fwd","","1",8.4,20.6,2019," "
"D04W","misc","","1",12.1,15.8,2019," "
"B01E","leaf","acru","1",15.2,54.4,2019,"bag present in storage "
"B01E","fwd","","1",8.3,47.3,2019,"bag present in storage "
"B01E","misc","","1",15.2,52.2,2019,"bag present in storage "
"B01E","leaf","pogr","1",15,89.9,2019,"bag present in storage "
"B01E","leaf","fagr","1",15.1,26.9,2019,"bag present in storage "
"B01E","fruit","","1",8.4,27.7,2019,"bag present in storage "
"B01E","leaf","amel","1",8.3,8.8,2019,"bag present in storage "
"B01E","leaf","acsa","1",8.3,12.1,2019,"bag present in storage "
"B01E","leaf","quru","1",8.4,20.1,2019,"bag present in storage "
"A02W","leaf","fagr","1",8.4,27.3,2019," "
"A02W","leaf","pogr","1",8.4,81.6,2019," "
"A02W","leaf","acsa","1",8.4,45.7,2019," "
"A02W","fwd","","1",8.4,65.4,2019," "
"A02W","misc","","1",8.4,41,2019," "
"A02W","fruit","","1",8.4,27,2019," "
"A02W","leaf","potr","1",8.4,10.6,2019," "
"A02W","leaf","quru","1",8.4,9.1,2019," "
"A02W","leaf","acru","1",8.4,12.4,2019," "
"A02W","leaf","bepa","1",8.4,9,2019," "
"A02W","fwd","","2",15.3,22.2,2019,"weird bag of sticks and roots "
"A02W","leaf","amel","1",8.4,9.6,2019," "
"D02W","misc","","1",8.4,19.2,2019," "
"D02W","leaf","acru","1",8.4,26.7,2019," "
"D02W","leaf","quru","1",8.4,18.8,2019," "
"D02W","leaf","fagr","1",8.4,12.5,2019," "
"D02W","fwd","","1",8.4,17.5,2019," "
"D02W","leaf","pogr","1",8.4,21.4,2019," "
"D02W","fruit","","1",8.4,24.3,2019," "
"D02W","leaf","pist","1",8.5,12.5,2019," "
"B04W","leaf","pogr","1",8.4,48.9,2020,""
"B04W","leaf","quru","1",8.4,17.5,2020,""
"B04W","fruit","","1",12.2,33.2,2020,""
"B04W","fwd","","1",12.1,61.8,2020,""
"B04W","leaf","bepa","1",8.5,25.5,2020,""
"B04W","leaf","amel","1",8.4,9.4,2020,""
"B04W","misc","","1",12.1,19.5,2020,""
"B04W","leaf","acru","1",8.4,57.7,2020,""
"B04W","leaf","acru","2",8.5,23.6,2020,""
"B04W","leaf","pogr","2",8.5,55.2,2020,""
"B04W","leaf","potr","1",8.5,10.4,2020,""
"B04W","leaf","fagr","1",8.4,24.2,2020,""
"B04W","leaf","acsa","1",8.5,10.4,2020,""
"B01E","fruit","","1",11.8,38.7,2020,""
"B01E","misc","","1",11.9,27.1,2020,""
"B01E","fwd","","1",11.7,53.4,2020,""
"B01E","leaf","abba","1",12,12.2,2020,""
"B01E","leaf","potr","1",8.5,8.6,2020,""
"B01E","leaf","amel","1",8.5,8.6,2020,""
"B01E","leaf","acsa","1",8.5,12.4,2020,""
"B01E","leaf","pogr","1",8.5,96.6,2020,""
"B01E","leaf","pogr","2",8.4,20.3,2020,""
"B01E","leaf","acru","1",8.5,61,2020,""
"B01E","leaf","acru","2",8.5,12.1,2020,""
"B01E","leaf","quru","1",8.5,40.2,2020,""
"B01E","leaf","bepa","1",8.5,9,2020,""
"B01E","leaf","fagr","1",8.4,25.2,2020,""
"B03W","leaf","amel","1",11.9,14.9,2020,""
"B03W","fruit","","1",11.9,17.7,2020,""
"B03W","misc","","1",17,90.3,2020,""
"B03W","leaf","quru","1",11.9,15.1,2020,""
"B03W","leaf","pogr","1",11,60,2020,""
"B03W","leaf","pogr","2",17,56.5,2020,""
"B03W","fwd","","1",17,211.8,2020,""
"B03W","leaf","fagr","1",17,35.7,2020,""
"B03W","leaf","acru","1",17,57.5,2020,""
"B04E","leaf","pogr","1",16,49.4,2020,""
"B04E","leaf","pogr","2",16,53,2020,""
"B04E","leaf","pogr","3",16,57.7,2020,""
"B04E","leaf","acru","1",15.5,36.3,2020,""
"B04E","leaf","acru","2",15.5,36.3,2020,""
"B04E","leaf","acru","3",15.5,37.4,2020,""
"B04E","leaf","acru","4",11.9,19,2020,""
"B04E","leaf","fagr","1",16,169,2020,""
"B04E","leaf","fagr","2",11.9,12,2020,""
"B04E","leaf","amel","1",11.9,12,2020,""
"B04E","leaf","bepa","1",11.9,13.1,2020,""
"B04E","leaf","acpe","1",11.9,11.9,2020,""
"B04E","fruit","","1",11.9,12.3,2020,""
"B04E","leaf","quru","1",11.9,22.1,2020,""
"B04E","fwd","","1",16,97.3,2020,""
"B04E","misc","","1",15.5,58.2,2020,""
"B04E","misc","","2",16,34.4,2020,""
"B01W","leaf","acru","1",16.6,43.1,2020,""
"B01W","leaf","fagr","1",16.6,33.6,2020,""
"B01W","leaf","fagr","2",16.6,36,2020,""
"B01W","fwd","","1",16.6,65.5,2020,""
"B01W","fwd","","2",0,250.4,2020,"independent log parts"
"B01W","fruit","","1",11.9,19.6,2020,""
"B01W","misc","","1",16.6,70.7,2020,""
"B01W","leaf","quru","1",16.6,34.6,2020,""
"B01W","leaf","potr","1",11.9,13.4,2020,""
"B01W","leaf","pogr","1",16.6,81.3,2020,""
"B02W","leaf","fagr","1",15.5,37,2020,""
"B02W","leaf","fagr","2",15.5,39.8,2020,""
"B02W","leaf","acru","2",15.5,24.4,2020,""
"B02W","leaf","pogr","3",11.8,26.3,2020,""
"B02W","leaf","pogr","2",11.8,21.8,2020,""
"B02W","leaf","pogr","1",11.8,27.7,2020,""
"B02W","fwd","","1",11.8,39,2020,""
"B02W","leaf","acpe","1",11.8,13,2020,""
"B02W","fruit","","1",11.8,17.2,2020,""
"B02W","misc","","1",11.8,50.5,2020,""
"B02W","misc","","2",11.8,16.2,2020,""
"B02W","leaf","quru","1",15.5,19.9,2020,""
"B02W","leaf","acru","1",15.5,46.3,2020,""
"B02W","leaf","acsa","1",15.5,16.8,2020,""
"B02W","leaf","pist","1",15.4,15.5,2020,""
"B02W","leaf","pogr","4",15.5,55.2,2020,""
"B02E","leaf","quru","1",11.9,20,2020,""
"B02E","fwd","","1",15.8,53.8,2020,""
"B02E","fruit","","1",11.9,15,2020,""
"B02E","misc","","1",11.9,74.4,2020,""
"B02E","leaf","amel","1",11.7,12.9,2020,""
"B02E","leaf","pogr","1",15.5,46.5,2020,""
"B02E","leaf","pogr","2",22.6,64.7,2020,""
"B02E","leaf","acru","1",16.9,53.2,2020,""
"B02E","leaf","acru","2",16.1,37.2,2020,""
"B02E","leaf","acsa","1",12.2,13,2020,""
"B02E","leaf","bepa","1",11.7,14.5,2020,""
"B02E","leaf","fagr","2",22.7,46.5,2020,""
"B02E","leaf","fagr","1",15.4,34.5,2020,""
"D03E","misc","","1",11.6,71.5,2020,""
"D03E","leaf","pire","1",11.6,16.9,2020,""
"D03E","leaf","pist","1",11.5,13.3,2020,""
"D03E","fruit","","1",11.7,48.7,2020,""
"D03E","leaf","quru","3",11.7,21.4,2020,""
"D03E","fwd","","1",11.7,35,2020,""
"D03E","leaf","pogr","1",15.6,41.4,2020,""
"D03E","leaf","pogr","2",15.6,28.6,2020,""
"D03E","leaf","quru","2",15.6,39.5,2020,""
"D03E","leaf","quru","1",15.6,34.4,2020,""
"D03E","leaf","acru","1",15.4,26.9,2020,""
"D03E","leaf","fagr","1",15.6,31.2,2020,""
"D01W","leaf","pogr","1",12.2,17.7,2020,""
"D01W","fwd","","1",16,46.5,2020,""
"D01W","leaf","acru","1",12.2,16.3,2020,""
"D01W","misc","","1",16,70.4,2020,""
"D01W","leaf","acsa","1",12.6,12.7,2020,""
"D01W","leaf","pire","1",12.3,12.9,2020,""
"D01W","leaf","pist","1",12.1,18.6,2020,""
"D01W","fruit","","1",12.1,109.9,2020,""
"D01W","leaf","quru","1",16,42.6,2020,""
"D01W","leaf","quru","2",16,40,2020,""
"D01W","leaf","quru","3",15.7,35.6,2020,""
"D01W","leaf","quru","4",16,26.6,2020,""
"D01W","leaf","quru","5",16,35.2,2020,""
"D01E","leaf","acru","1",12.1,20.6,2020,""
"D01E","fwd","","1",11.8,39.6,2020,""
"D01E","leaf","pogr","1",11.6,17.1,2020,""
"D01E","fruit","","1",11.8,56.2,2020,""
"D01E","leaf","fagr","1",12,13.5,2020,""
"D01E","leaf","pist","1",11.8,16.6,2020,""
"D01E","leaf","quru","1",15.9,33.2,2020,""
"D01E","leaf","quru","2",15.9,34.7,2020,""
"D01E","leaf","quru","3",16,38.1,2020,""
"D01E","leaf","quru","4",18.9,34.7,2020,""
"D01E","leaf","quru","5",18.8,38.1,2020,""
"D01E","leaf","quru","6",12.3,18.8,2020,""
"D01E","leaf","pire","1",11.8,12.4,2020,""
"D01E","misc","","1",16,69.4,2020,""
"D02W","misc","","1",16,71.6,2020,""
"D02W","fwd","","1",16,102.1,2020,""
"D02W","leaf","quru","1",12,21.5,2020,""
"D02W","leaf","pire","1",12,13.2,2020,""
"D02W","leaf","fagr","1",12,20.9,2020,""
"D02W","leaf","acru","1",16,37,2020,""
"D02W","leaf","pist","1",12,15.4,2020,""
"D02W","leaf","pogr","1",12,19.9,2020,""
"D04E","leaf","quru","1",12.1,24,2020,""
"D04E","misc","","1",16.5,44.8,2020,""
"D04E","leaf","pire","1",11.9,27.3,2020,""
"D04E","fwd","","1",12.1,97.5,2020,""
"D04E","leaf","pist","1",12.1,36.4,2020,""
"D04E","fruit","","1",12.3,53.5,2020,""
"D04E","leaf","acpe","1",12.1,12.9,2020,""
"D04E","leaf","pogr","1",12.1,24.3,2020,""
"D04E","leaf","fagr","1",12.1,14.4,2020,""
"D04E","leaf","bepa","1",12.1,13,2020,""
"D04E","leaf","acru","1",12.1,18.2,2020,""
"D03W","leaf","pire","1",12.5,12.6,2020,""
"D03W","leaf","pist","1",12.3,13,2020,""
"D03W","misc","","1",12.6,76.7,2020,""
"D03W","leaf","bepa","1",12.3,12.4,2020,""
"D03W","fruit","","1",12.8,16.6,2020,""
"D03W","leaf","acpe","1",12.9,13,2020,""
"D03W","fwd","","1",16,88,2020,""
"D03W","leaf","pogr","1",16.1,53.4,2020,""
"D03W","leaf","acru","1",16,28.5,2020,""
"D03W","leaf","quru","1",16,37.7,2020,""
"D03W","leaf","fagr","1",16,37.8,2020,""
"D04W","misc","","1",16.9,42.3,2020,""
"D04W","fwd","","1",16.9,23,2020,""
"D04W","leaf","pire","1",12.8,19.1,2020,""
"D04W","leaf","pist","1",16.9,30,2020,""
"D04W","leaf","fagr","1",16.9,47.9,2020,""
"D04W","leaf","acru","1",16.9,32.1,2020,""
"D04W","leaf","quru","1",16.9,19.6,2020,""
"D02E","misc","","1",16.9,93.9,2020,""
"D02E","leaf","quru","1",16.9,32.8,2020,""
"D02E","fwd","","1",16.9,52.2,2020,""
"D02E","leaf","pire","1",13,14,2020,""
"D02E","leaf","pist","1",13.1,17.4,2020,""
"D02E","fruit","","1",12.9,61.7,2020,""
"D02E","leaf","pogr","1",16.9,24.2,2020,""
"D02E","leaf","acru","1",16.9,37.8,2020,""
"D02E","leaf","fagr","1",16.9,28.3,2020,""
"C01E","leaf","acru","1",12.1,17.3,2020,""
"C01E","leaf","fagr","1",12.1,17.1,2020,""
"C01E","leaf","fagr","2",12.1,20,2020,""
"C01E","leaf","pogr","1",12.1,30.9,2020,""
"C01E","leaf","pogr","2",12.1,23,2020,""
"C01E","fwd","","1",12.1,42,2020,""
"C01E","fruit","","1",12.1,69.1,2020,""
"C01E","misc","","1",12.1,73,2020,""
"C01E","misc","","2",12.1,32,2020,""
"C01E","leaf","pire","1",12.1,12,2020,""
"C01E","leaf","pist","1",12.1,12.9,2020,""
"B01W","leaf","acru","2",16.6,5.3,2020,""
"C02W","leaf","quru","1",12.1,19.1,2020,""
"C02W","leaf","acru","1",12.1,26.4,2020,""
"C02W","leaf","acru","2",12.1,23.4,2020,""
"C02W","leaf","fagr","1",12.1,19.5,2020,""
"C02W","leaf","fagr","2",12.1,17.7,2020,""
"C02W","leaf","acru","3",12.1,19,2020,""
"C02W","misc","","1",12.1,71.3,2020,""
"C02W","misc","","2",12.1,24.3,2020,""
"C02W","fwd","","1",12.1,56.1,2020,""
"C02W","leaf","pogr","1",12.1,30.9,2020,""
"C02W","leaf","pogr","2",12.1,28.4,2020,""
"C02W","leaf","pogr","3",12.1,32,2020,""
"C02W","leaf","pogr","4",12.1,27.8,2020,""
"C04E","fwd","","1",19.5,106,2020,""
"C04E","misc","","1",15,119.3,2020,""
"C04E","leaf","acru","1",11.2,31,2020,""
"C04E","leaf","acru","2",11.2,24,2020,""
"C04E","leaf","quru","1",11.2,21.4,2020,""
"C04E","fruit","","1",11.2,18,2020,""
"C04E","leaf","fagr","1",11.2,24.7,2020,""
"C04E","leaf","fagr","2",11.2,18.8,2020,""
"C03W","leaf","pogr","1",11.5,30.5,2020,""
"C03W","fwd","","",0,30.3,2020,"independent large stick"
"C03W","leaf","pogr","2",11.5,26.1,2020,""
"C03W","leaf","quru","1",12,23.2,2020,""
"C03W","leaf","amel","1",11.6,12.5,2020,""
"C03W","fwd","","2",11.4,486.7,2020,""
"C03W","leaf","pist","1",11.6,18.1,2020,""
"C03W","leaf","acru","1",11.6,18.1,2020,""
"C03W","leaf","pire","1",11.6,34.8,2020,""
"C03W","fwd","","1",11.6,381,2020,""
"C03W","misc","","1",11.7,207.5,2020,""
"C03W","leaf","fagr","1",11.5,20.2,2020,""
"C03W","misc","","2",11.6,126.4,2020,""
"C03W","leaf","fagr","2",11.6,23.1,2020,""
"C03W","leaf","acru","2",11.6,17.9,2020,""
"C03E","misc","","2",11.8,34.5,2020,""
"C03E","misc","","1",11.9,90.7,2020,""
"C03E","leaf","pogr","1",11.8,22.3,2020,""
"C03E","leaf","quru","2",11.8,20.4,2020,""
"C03E","leaf","acru","1",11.9,20.8,2020,""
"C03E","leaf","quru","1",11.8,19.6,2020,""
"C03E","leaf","quru","3",11.9,24.6,2020,""
"C03E","leaf","bepa","1",11.8,20,2020,""
"C03E","leaf","amel","1",11.9,12.1,2020,""
"C03E","fruit","","1",11.9,30.5,2020,""
"C03E","leaf","pire","1",11.6,22,2020,""
"C03E","fwd","","1",11.8,86.6,2020,""
"C03E","fwd","","2",11.8,50.7,2020,""
"C03E","leaf","pist","1",11.9,39.8,2020,""
"C01W","misc","","2",11.5,44.6,2020,""
"C01W","fwd","","2",11.5,75.8,2020,""
"C01W","fwd","","0",NA,58,2020,"independent large stick"
"C01W","fwd","","0",NA,36.4,2020,"independent large stick"
"C01W","fwd","","0",NA,56.4,2020,"independent large stick"
"C01W","misc","","1",11.7,51,2020,""
"C01W","leaf","quru","1",11.8,25.9,2020,""
"C01W","leaf","fagr","1",11.6,16.6,2020,""
"C01W","leaf","quru","2",11.5,24.3,2020,""
"C01W","leaf","acru","1",11.4,16.1,2020,""
"C01W","leaf","pogr","1",11.4,29.3,2020,""
"C01W","leaf","pogr","2",11.7,15.7,2020,""
"C01W","leaf","pist","1",11.5,13.1,2020,""
"C01W","leaf","pire","1",11.5,12,2020,""
"C01W","fwd","","1",11.5,81.4,2020,""
"C01W","fruit","","1",11.6,56.3,2020,""
"C04W","misc","","1",11.9,96.2,2020,""
"C04W","fruit","","1",12.3,137.1,2020,""
"C04W","leaf","pist","1",12.2,12.3,2020,""
"C04W","leaf","pogr","1",11.6,12.5,2020,""
"C04W","leaf","fagr","1",12.3,29.9,2020,""
"C04W","fwd","","1",12.3,81.7,2020,""
"C04W","misc","","2",11.7,86.6,2020,""
"C04W","leaf","acru","1",12.1,18.8,2020,""
"C04W","leaf","quru","1",12.3,33,2020,""
"C02E","leaf","pogr","1",11.9,37.4,2020,""
"C02E","leaf","quru","2",11.9,18.6,2020,""
"C02E","leaf","quru","1",12.6,24,2020,""
"C02E","leaf","fagr","1",12,17,2020,""
"C02E","leaf","pogr","2",11.8,38.4,2020,""
"C02E","leaf","acsa","1",11.6,11.7,2020,""
"C02E","leaf","acru","1",12.9,25.8,2020,""
"C02E","leaf","bepa","1",11.9,11.9,2020,""
"C02E","fwd","","1",11.5,27.6,2020,""
"C02E","leaf","pogr","4",11.8,28.4,2020,""
"C02E","leaf","pist","2",11.7,11.9,2020,""
"C02E","leaf","pist","1",12,12.4,2020,""
"C02E","misc","","1",12,79.8,2020,""
"C02E","leaf","pogr","3",11.4,29.3,2020,""
"C02E","fruit","","1",11.5,27.8,2020,""
"C02E","leaf","pire","1",11.9,15.7,2020,""
"A04E","misc","","1",11.5,62.3,2020,""
"A04E","fruit","","1",11.4,19.7,2020,""
"A04E","leaf","amel","1",11.3,11.4,2020,""
"A04E","fwd","","1",0,62.7,2020,"large stick on its own"
"A04E","leaf","potr","1",11.2,12.2,2020,""
"A04E","fwd","","2",11.2,76.8,2020,""
"A04E","leaf","pogr","1",11.8,30.9,2020,""
"A04E","leaf","pogr","2",11.8,34.1,2020,""
"A04E","leaf","pogr","3",11.9,34.9,2020,""
"A04E","leaf","pogr","4",11.7,27.2,2020,""
"A04E","leaf","fagr","1",11.5,21.6,2020,""
"A04E","leaf","fagr","2",11.3,25,2020,""
"A04E","leaf","acsa","1",11.8,23.7,2020,""
"A04E","leaf","acsa","2",11.9,23.4,2020,""
"A04E","leaf","quru","1",11.7,20.7,2020,""
"A04E","leaf","acru","1",11.9,25,2020,""
"A04E","leaf","acru","2",12,27,2020,""
"A04E","leaf","acru","3",11.6,24.4,2020,""
"A04E","misc","","2",11.4,48,2020,""
"A04E","leaf","acsa","3",12,28.3,2020,""
"A01E","leaf","acsa","1",11.9,59.9,2020,""
"A01E","leaf","fagr","2",12.5,16,2020,""
"A01E","fruit","","1",12.1,20,2020,""
"A01E","leaf","quru","1",11.7,14.7,2020,""
"A01E","fwd","","1",12.1,47.8,2020,""
"A01E","leaf","acpe","1",11.7,18.8,2020,""
"A01E","leaf","acru","1",12.1,20.8,2020,""
"A01E","leaf","pogr","1",12.1,52.7,2020,""
"A01E","leaf","fagr","1",12.1,38.7,2020,""
"A01E","misc","","1",12.3,34.9,2020,""
"A01E","leaf","potr","1",12.2,14.4,2020,""
"A01E","leaf","pogr","2",12.3,44.3,2020,""
"A03E","fwd","","1",12,105.8,2020,""
"A03E","misc","","1",11.9,32,2020,""
"A03E","leaf","acsa","1",12.9,47.2,2020,""
"A03E","leaf","bepa","1",12.1,13.5,2020,""
"A03E","leaf","quru","1",12.6,14.3,2020,""
"A03E","leaf","pogr","1",12.4,54.3,2020,""
"A03E","leaf","potr","1",12.2,24.8,2020,""
"A03E","fruit","","1",12,19.9,2020,""
"A03E","leaf","fagr","1",12.3,51.3,2020,""
"A03E","leaf","acru","1",12.6,79.4,2020,""
"A03W","fruit","","1",12.1,22.1,2020,""
"A03W","leaf","pogr","1",11.9,63.3,2020,""
"A03W","fwd","","1",12.1,55.5,2020,""
"A03W","leaf","fagr","1",11.8,49,2020,""
"A03W","leaf","potr","1",12.2,12.5,2020,""
"A03W","misc","","1",11.8,38.2,2020,""
"A03W","leaf","acpe","1",11.8,14.6,2020,""
"A03W","leaf","quru","1",11.8,17.9,2020,""
"A03W","leaf","acru","1",11.7,31.7,2020,""
"A03W","leaf","bepa","1",12,12.8,2020,""
"A03W","leaf","acsa","1",11.8,36.3,2020,""
"A04W","leaf","pogr","1",12.2,91.1,2020,""
"A04W","misc","","1",12.3,29.1,2020,""
"A04W","leaf","fagr","1",12.2,29.4,2020,""
"A04W","leaf","acsa","1",12.5,67.3,2020,""
"A04W","fwd","","1",12.3,40.7,2020,""
"A04W","leaf","acru","1",12.2,42.7,2020,""
"A04W","fruit","","1",12.2,13.9,2020,""
"A04W","leaf","quru","1",12.2,16.3,2020,""
"A04W","leaf","potr","1",12.2,16.1,2020,""
"A02W","leaf","acsa","1",12.6,48.1,2020,""
"A02W","leaf","quru","1",12,14,2020,""
"A02W","misc","","1",11.6,28.7,2020,""
"A02W","leaf","acpe","1",12.2,12,2020,""
"A02W","leaf","acru","1",12.5,16.1,2020,""
"A02W","leaf","fagr","1",12.5,36.4,2020,""
"A02W","leaf","pogr","1",12.4,102.7,2020,""
"A02W","fwd","","1",12.2,148.5,2020,""
"A02W","leaf","potr","1",12.2,13.7,2020,""
"A02W","leaf","bepa","1",12.1,12.5,2020,""
"A02W","fruit","","1",12,14.9,2020,""
"A02E","leaf","potr","1",11.8,17.2,2020,""
"A02E","fwd","","1",12,104.3,2020,""
"A02E","leaf","quru","1",11.9,13.7,2020,""
"A02E","leaf","fagr","1",11.9,42.5,2020,""
"A02E","misc","","1",12,41.8,2020,""
"A02E","leaf","acru","1",11.9,27.7,2020,""
