subplot,tag,species,dbh_cm,dbh.class,health_s,canopy,bands_in,date,DOY,week,notes,lai_dist
B01E,1730,ACRU,22.7,18-23,L,OS,0.07,5/23/2019,143,4,,no
B01E,1730,ACRU,22.7,18-23,L,OS,0.07,5/30/2019,150,5,,no
B01E,1730,ACRU,22.7,18-23,L,OS,0.07,6/5/2019,156,6,,yes
B01E,1730,ACRU,22.7,18-23,L,OS,0.08,6/11/2019,162,7,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.08,6/18/2019,169,8,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.11,6/26/2019,177,9,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.14,7/3/2019,184,10,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.16,7/10/2019,191,11,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.2,7/17/2019,198,12,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.2,7/24/2019,205,13,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.22,7/31/2019,212,14,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.22,8/8/2019,220,15,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.22,8/14/2019,226,16,,
B01E,1730,ACRU,22.7,18-23,L,OS,0.22,11/12/2019,316,17,,
B01W,1551,ACRU,21.3,18-23,L,OD,0,11/2/2018,306,1,,
B01W,1551,ACRU,21.3,18-23,L,OD,-0.03,4/10/2019,100,2,,no
B01W,1551,ACRU,21.3,18-23,L,OD,-0.02,5/17/2019,137,3,,no
B01W,1551,ACRU,21.3,18-23,L,OD,-0.02,5/23/2019,143,4,,no
B01W,1551,ACRU,21.3,18-23,L,OD,-0.02,5/30/2019,150,5,,no
B01W,1551,ACRU,21.3,18-23,L,OD,-0.02,6/5/2019,156,6,,yes
B01W,1551,ACRU,21.3,18-23,L,OD,0,6/11/2019,162,7,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.01,6/18/2019,169,8,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.04,6/26/2019,177,9,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.06,7/3/2019,184,10,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.06,7/10/2019,191,11,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.1,7/17/2019,198,12,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.11,7/24/2019,205,13,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.12,7/31/2019,212,14,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.11,8/8/2019,220,15,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.11,8/14/2019,226,16,,
B01W,1551,ACRU,21.3,18-23,L,OD,0.14,11/12/2019,316,17,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,11/2/2018,306,1,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,4/10/2019,100,2,,no
B01W,1553,ACRU,9.2,44421,L,OS,0.06,5/17/2019,137,3,,no
B01W,1553,ACRU,9.2,44421,L,OS,0.06,5/23/2019,143,4,,no
B01W,1553,ACRU,9.2,44421,L,OS,0.06,5/30/2019,150,5,,no
B01W,1553,ACRU,9.2,44421,L,OS,0.06,6/5/2019,156,6,,yes
B01W,1553,ACRU,9.2,44421,L,OS,0.06,6/11/2019,162,7,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,6/18/2019,169,8,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,6/26/2019,177,9,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,7/3/2019,184,10,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,7/10/2019,191,11,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,7/17/2019,198,12,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,7/24/2019,205,13,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,7/31/2019,212,14,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,8/8/2019,220,15,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,8/14/2019,226,16,,
B01W,1553,ACRU,9.2,44421,L,OS,0.06,11/12/2019,316,17,,
B01W,1557,ACRU,19.9,18-23,L,OD,0,11/2/2018,306,1,,
B01W,1557,ACRU,19.9,18-23,L,OD,0,4/10/2019,100,2,,no
B01W,1557,ACRU,19.9,18-23,L,OD,0,5/17/2019,137,3,,no
B01W,1557,ACRU,19.9,18-23,L,OD,0,5/23/2019,143,4,,no
B01W,1557,ACRU,19.9,18-23,L,OD,0,5/30/2019,150,5,,no
B01W,1557,ACRU,19.9,18-23,L,OD,0,6/5/2019,156,6,,yes
B01W,1557,ACRU,19.9,18-23,L,OD,0.02,6/11/2019,162,7,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.03,6/18/2019,169,8,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.05,6/26/2019,177,9,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.07,7/3/2019,184,10,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.07,7/10/2019,191,11,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.1,7/17/2019,198,12,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.1,7/24/2019,205,13,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.1,7/31/2019,212,14,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.1,8/8/2019,220,15,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.1,8/14/2019,226,16,,
B01W,1557,ACRU,19.9,18-23,L,OD,0.11,11/12/2019,316,17,,
B01W,1561,ACRU,10.3,44421,L,OS,0.04,11/2/2018,306,1,,
B01W,1561,ACRU,10.3,44421,L,OS,0.04,4/10/2019,100,2,,no
B01W,1561,ACRU,10.3,44421,L,OS,0.04,5/17/2019,137,3,,no
B01W,1561,ACRU,10.3,44421,L,OS,0.06,5/23/2019,143,4,,no
B01W,1561,ACRU,10.3,44421,L,OS,0.04,5/30/2019,150,5,,no
B01W,1561,ACRU,10.3,44421,L,OS,0.03,6/5/2019,156,6,,yes
B01W,1561,ACRU,10.3,44421,L,OS,0.04,6/11/2019,162,7,,
B01W,1561,ACRU,10.3,44421,L,OS,0.04,6/18/2019,169,8,,
B01W,1561,ACRU,10.3,44421,L,OS,0.04,6/26/2019,177,9,,
B01W,1561,ACRU,10.3,44421,L,OS,0.04,7/3/2019,184,10,,
B01W,1561,ACRU,10.3,44421,L,OS,0.03,7/10/2019,191,11,,
B01W,1561,ACRU,10.3,44421,L,OS,0.04,7/17/2019,198,12,,
B01W,1561,ACRU,10.3,44421,L,OS,0.03,7/24/2019,205,13,,
B01W,1561,ACRU,10.3,44421,L,OS,0.03,7/31/2019,212,14,,
B01W,1561,ACRU,10.3,44421,L,OS,0.04,8/8/2019,220,15,,
B01W,1561,ACRU,10.3,44421,L,OS,0.03,8/14/2019,226,16,,
B01W,1561,ACRU,10.3,44421,L,OS,0.03,11/12/2019,316,17,,
B01W,1563,ACRU,17.1,13-18,L,OD,0,11/2/2018,306,1,,
B01W,1563,ACRU,17.1,13-18,L,OD,-0.02,4/10/2019,100,2,,no
B01W,1563,ACRU,17.1,13-18,L,OD,-0.02,5/17/2019,137,3,,no
B01W,1563,ACRU,17.1,13-18,L,OD,-0.01,5/23/2019,143,4,,no
B01W,1563,ACRU,17.1,13-18,L,OD,-0.01,5/30/2019,150,5,,no
B01W,1563,ACRU,17.1,13-18,L,OD,-0.01,6/5/2019,156,6,,yes
B01W,1563,ACRU,17.1,13-18,L,OD,0,6/11/2019,162,7,,
B01W,1563,ACRU,17.1,13-18,L,OD,0,6/18/2019,169,8,,
B01W,1563,ACRU,17.1,13-18,L,OD,0,6/26/2019,177,9,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.01,7/3/2019,184,10,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.01,7/10/2019,191,11,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.01,7/17/2019,198,12,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.01,7/24/2019,205,13,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.02,7/31/2019,212,14,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.02,8/8/2019,220,15,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.02,8/14/2019,226,16,,
B01W,1563,ACRU,17.1,13-18,L,OD,0.02,11/12/2019,316,17,,
B01W,1565,ACRU,16.6,13-18,L,OD,0,11/2/2018,306,1,,
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,4/10/2019,100,2,,no
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,5/17/2019,137,3,,no
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,5/23/2019,143,4,,no
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,5/30/2019,150,5,,no
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,6/5/2019,156,6,,yes
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,6/11/2019,162,7,,
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,6/18/2019,169,8,,
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,6/26/2019,177,9,,
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,7/3/2019,184,10,,
B01W,1565,ACRU,16.6,13-18,L,OD,-0.01,7/10/2019,191,11,,
B01W,1565,ACRU,16.6,13-18,L,OD,0,7/17/2019,198,12,,
B01W,1565,ACRU,16.6,13-18,L,OD,0,7/24/2019,205,13,,
B01W,1565,ACRU,16.6,13-18,L,OD,0,7/31/2019,212,14,,
B01W,1565,ACRU,16.6,13-18,L,OD,0,8/8/2019,220,15,,
B01W,1565,ACRU,16.6,13-18,L,OD,0,8/14/2019,226,16,,
B01W,1565,ACRU,16.6,13-18,L,OD,-0.03,11/12/2019,316,17,,
B01W,1566,ACRU,13.2,13-18,L,OD,0,11/2/2018,306,1,reset,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,4/10/2019,100,2,,no
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,5/17/2019,137,3,,no
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,5/23/2019,143,4,,no
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,5/30/2019,150,5,,no
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,6/5/2019,156,6,,yes
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,6/11/2019,162,7,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,6/18/2019,169,8,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,6/26/2019,177,9,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,7/3/2019,184,10,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.08,7/10/2019,191,11,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,7/17/2019,198,12,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,7/24/2019,205,13,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,7/31/2019,212,14,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,8/8/2019,220,15,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,8/14/2019,226,16,,
B01W,1566,ACRU,13.2,13-18,L,OD,-0.09,11/12/2019,316,17,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.07,11/2/2018,306,1,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,4/10/2019,100,2,,no
B01W,1571,ACRU,26.8,23-28,L,OD,0.08,5/17/2019,137,3,,no
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,5/23/2019,143,4,,no
B01W,1571,ACRU,26.8,23-28,L,OD,0.08,5/30/2019,150,5,,no
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,6/5/2019,156,6,,yes
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,6/11/2019,162,7,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,6/18/2019,169,8,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,6/26/2019,177,9,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,7/3/2019,184,10,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.09,7/10/2019,191,11,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.1,7/17/2019,198,12,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.1,7/24/2019,205,13,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.1,7/31/2019,212,14,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.1,8/8/2019,220,15,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.1,8/14/2019,226,16,,
B01W,1571,ACRU,26.8,23-28,L,OD,0.13,11/12/2019,316,17,,
B01W,1581,QURU,8.8,44421,L,OS,0.04,11/2/2018,306,1,,
B01W,1581,QURU,8.8,44421,L,OS,0.03,4/10/2019,100,2,,no
B01W,1581,QURU,8.8,44421,L,OS,0.03,5/17/2019,137,3,,no
B01W,1581,QURU,8.8,44421,L,OS,0.04,5/23/2019,143,4,,no
B01W,1581,QURU,8.8,44421,L,OS,0.04,5/30/2019,150,5,,no
B01W,1581,QURU,8.8,44421,L,OS,0.04,6/5/2019,156,6,,yes
B01W,1581,QURU,8.8,44421,L,OS,0.06,6/11/2019,162,7,,
B01W,1581,QURU,8.8,44421,L,OS,0.06,6/18/2019,169,8,,
B01W,1581,QURU,8.8,44421,L,OS,0.09,6/26/2019,177,9,,
B01W,1581,QURU,8.8,44421,L,OS,0.11,7/3/2019,184,10,,
B01W,1581,QURU,8.8,44421,L,OS,0.12,7/10/2019,191,11,,
B01W,1581,QURU,8.8,44421,L,OS,0.14,7/17/2019,198,12,,
B01W,1581,QURU,8.8,44421,L,OS,0.15,7/24/2019,205,13,,
B01W,1581,QURU,8.8,44421,L,OS,0.16,7/31/2019,212,14,,
B01W,1581,QURU,8.8,44421,L,OS,0.16,8/8/2019,220,15,,
B01W,1581,QURU,8.8,44421,L,OS,0.16,8/14/2019,226,16,,
B01W,1581,QURU,8.8,44421,L,OS,0.19,11/12/2019,316,17,,
B01W,1596,POGR,39.6,38-43,L,OD,0,11/2/2018,306,1,reset,
B01W,1596,POGR,39.6,38-43,L,OD,0.03,4/10/2019,100,2,,no
B01W,1596,POGR,39.6,38-43,L,OD,0.02,5/17/2019,137,3,,no
B01W,1596,POGR,39.6,38-43,L,OD,0.03,5/23/2019,143,4,,no
B01W,1596,POGR,39.6,38-43,L,OD,0.03,5/30/2019,150,5,,no
B01W,1596,POGR,39.6,38-43,L,OD,0.04,6/5/2019,156,6,,yes
B01W,1596,POGR,39.6,38-43,L,OD,0.07,6/11/2019,162,7,,
B01W,1596,POGR,39.6,38-43,L,OD,0.09,6/18/2019,169,8,,
B01W,1596,POGR,39.6,38-43,L,OD,0.03,6/26/2019,177,9,,
B01W,1596,POGR,39.6,38-43,L,OD,0.17,7/3/2019,184,10,,
B01W,1596,POGR,39.6,38-43,L,OD,0.21,7/10/2019,191,11,,
B01W,1596,POGR,39.6,38-43,L,OD,0.25,7/17/2019,198,12,,
B01W,1596,POGR,39.6,38-43,L,OD,0.27,7/24/2019,205,13,,
B01W,1596,POGR,39.6,38-43,L,OD,0.29,7/31/2019,212,14,,
B01W,1596,POGR,39.6,38-43,L,OD,0.29,8/8/2019,220,15,,
B01W,1596,POGR,39.6,38-43,L,OD,0.29,8/14/2019,226,16,,
B01W,1596,POGR,39.6,38-43,L,OD,0.16,11/12/2019,316,17,,
B01W,1598,QURU,9.2,44421,L,UN,0.04,11/2/2018,306,1,,
B01W,1598,QURU,9.2,44421,L,UN,0.04,4/10/2019,100,2,,no
B01W,1598,QURU,9.2,44421,L,UN,0.04,5/17/2019,137,3,,no
B01W,1598,QURU,9.2,44421,L,UN,0.04,5/23/2019,143,4,,no
B01W,1598,QURU,9.2,44421,L,UN,0.04,5/30/2019,150,5,,no
B01W,1598,QURU,9.2,44421,L,UN,0.05,6/5/2019,156,6,,yes
B01W,1598,QURU,9.2,44421,L,UN,0.05,6/11/2019,162,7,,
B01W,1598,QURU,9.2,44421,L,UN,0.05,6/18/2019,169,8,,
B01W,1598,QURU,9.2,44421,L,UN,0.05,6/26/2019,177,9,,
B01W,1598,QURU,9.2,44421,L,UN,0.05,7/3/2019,184,10,,
B01W,1598,QURU,9.2,44421,L,UN,0.05,7/10/2019,191,11,,
B01W,1598,QURU,9.2,44421,L,UN,0.06,7/17/2019,198,12,,
B01W,1598,QURU,9.2,44421,L,UN,0.06,7/24/2019,205,13,,
B01W,1598,QURU,9.2,44421,L,UN,0.06,7/31/2019,212,14,,
B01W,1598,QURU,9.2,44421,L,UN,0.06,8/8/2019,220,15,,
B01W,1598,QURU,9.2,44421,L,UN,0.06,8/14/2019,226,16,,
B01W,1598,QURU,9.2,44421,L,UN,0.07,11/12/2019,316,17,,
B01W,1599,POGR,36.1,33-38,L,OD,0.02,11/2/2018,306,1,,
B01W,1599,POGR,36.1,33-38,L,OD,0.02,4/10/2019,100,2,,no
B01W,1599,POGR,36.1,33-38,L,OD,0.01,5/17/2019,137,3,,no
B01W,1599,POGR,36.1,33-38,L,OD,0.02,5/23/2019,143,4,,no
B01W,1599,POGR,36.1,33-38,L,OD,0.02,5/30/2019,150,5,,no
B01W,1599,POGR,36.1,33-38,L,OD,0.01,6/5/2019,156,6,,yes
B01W,1599,POGR,36.1,33-38,L,OD,0.02,6/11/2019,162,7,,
B01W,1599,POGR,36.1,33-38,L,OD,0.03,6/18/2019,169,8,,
B01W,1599,POGR,36.1,33-38,L,OD,0.05,6/26/2019,177,9,,
B01W,1599,POGR,36.1,33-38,L,OD,0.07,7/3/2019,184,10,,
B01W,1599,POGR,36.1,33-38,L,OD,0.08,7/10/2019,191,11,,
B01W,1599,POGR,36.1,33-38,L,OD,0.13,7/17/2019,198,12,needed adjustment,
B01W,1599,POGR,36.1,33-38,L,OD,0.13,7/24/2019,205,13,,
B01W,1599,POGR,36.1,33-38,L,OD,0.13,7/31/2019,212,14,,
B01W,1599,POGR,36.1,33-38,L,OD,0.13,8/8/2019,220,15,,
B01W,1599,POGR,36.1,33-38,L,OD,0.13,8/14/2019,226,16,,
B01W,1599,POGR,36.1,33-38,L,OD,0.18,11/12/2019,316,17,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.06,11/2/2018,306,1,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.05,4/10/2019,100,2,,no
B01W,1606,FAGR,16.8,13-18,L,OS,0.06,5/17/2019,137,3,,no
B01W,1606,FAGR,16.8,13-18,L,OS,0.06,5/23/2019,143,4,,no
B01W,1606,FAGR,16.8,13-18,L,OS,0.06,5/30/2019,150,5,,no
B01W,1606,FAGR,16.8,13-18,L,OS,0.07,6/5/2019,156,6,,yes
B01W,1606,FAGR,16.8,13-18,L,OS,0.1,6/11/2019,162,7,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.11,6/18/2019,169,8,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.15,6/26/2019,177,9,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.19,7/3/2019,184,10,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.23,7/10/2019,191,11,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.28,7/17/2019,198,12,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.31,7/24/2019,205,13,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.35,7/31/2019,212,14,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.39,8/8/2019,220,15,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.41,8/14/2019,226,16,,
B01W,1606,FAGR,16.8,13-18,L,OS,0.45,11/12/2019,316,17,,
B01W,1615,POGR,30.7,28-33,L,OD,0.04,11/2/2018,306,1,,
B01W,1615,POGR,30.7,28-33,L,OD,0.06,4/10/2019,100,2,,no
B01W,1615,POGR,30.7,28-33,L,OD,0.06,5/17/2019,137,3,,no
B01W,1615,POGR,30.7,28-33,L,OD,0.06,5/23/2019,143,4,,no
B01W,1615,POGR,30.7,28-33,L,OD,0.07,5/30/2019,150,5,,no
B01W,1615,POGR,30.7,28-33,L,OD,0.07,6/5/2019,156,6,,yes
B01W,1615,POGR,30.7,28-33,L,OD,0.1,6/11/2019,162,7,,
B01W,1615,POGR,30.7,28-33,L,OD,0.11,6/18/2019,169,8,,
B01W,1615,POGR,30.7,28-33,L,OD,0.16,6/26/2019,177,9,,
B01W,1615,POGR,30.7,28-33,L,OD,0.19,7/3/2019,184,10,,
B01W,1615,POGR,30.7,28-33,L,OD,0.22,7/10/2019,191,11,,
B01W,1615,POGR,30.7,28-33,L,OD,0.28,7/17/2019,198,12,,
B01W,1615,POGR,30.7,28-33,L,OD,0.28,7/24/2019,205,13,,
B01W,1615,POGR,30.7,28-33,L,OD,0.28,7/31/2019,212,14,,
B01W,1615,POGR,30.7,28-33,L,OD,0.28,8/8/2019,220,15,,
B01W,1615,POGR,30.7,28-33,L,OD,0.28,8/14/2019,226,16,,
B01W,1615,POGR,30.7,28-33,L,OD,0.27,11/12/2019,316,17,,
B01W,1620,POGR,40,38-43,L,OD,0,11/2/2018,306,1,reset,
B01W,1620,POGR,40,38-43,L,OD,0.05,4/10/2019,100,2,,no
B01W,1620,POGR,40,38-43,L,OD,0.04,5/17/2019,137,3,,no
B01W,1620,POGR,40,38-43,L,OD,0.05,5/23/2019,143,4,,no
B01W,1620,POGR,40,38-43,L,OD,0.06,5/30/2019,150,5,,no
B01W,1620,POGR,40,38-43,L,OD,0.07,6/5/2019,156,6,,yes
B01W,1620,POGR,40,38-43,L,OD,0.11,6/11/2019,162,7,,
B01W,1620,POGR,40,38-43,L,OD,0.18,6/18/2019,169,8,,
B01W,1620,POGR,40,38-43,L,OD,0.23,6/26/2019,177,9,,
B01W,1620,POGR,40,38-43,L,OD,0.26,7/3/2019,184,10,,
B01W,1620,POGR,40,38-43,L,OD,0.31,7/10/2019,191,11,,
B01W,1620,POGR,40,38-43,L,OD,0.37,7/17/2019,198,12,,
B01W,1620,POGR,40,38-43,L,OD,0.39,7/24/2019,205,13,,
B01W,1620,POGR,40,38-43,L,OD,0.4,7/31/2019,212,14,,
B01W,1620,POGR,40,38-43,L,OD,0.41,8/8/2019,220,15,,
B01W,1620,POGR,40,38-43,L,OD,0.41,8/14/2019,226,16,,
B01W,1620,POGR,40,38-43,L,OD,0.36,11/12/2019,316,17,,
B01W,1632,POGR,36.7,33-38,L,OD,0,11/2/2018,306,1,,
B01W,1632,POGR,36.7,33-38,L,OD,0.01,4/10/2019,100,2,,no
B01W,1632,POGR,36.7,33-38,L,OD,0,5/17/2019,137,3,,no
B01W,1632,POGR,36.7,33-38,L,OD,0,5/23/2019,143,4,,no
B01W,1632,POGR,36.7,33-38,L,OD,0.01,5/30/2019,150,5,,no
B01W,1632,POGR,36.7,33-38,L,OD,0.01,6/5/2019,156,6,,yes
B01W,1632,POGR,36.7,33-38,L,OD,0.03,6/11/2019,162,7,,
B01W,1632,POGR,36.7,33-38,L,OD,0.05,6/18/2019,169,8,,
B01W,1632,POGR,36.7,33-38,L,OD,0.09,6/26/2019,177,9,,
B01W,1632,POGR,36.7,33-38,L,OD,0.13,7/3/2019,184,10,,
B01W,1632,POGR,36.7,33-38,L,OD,0.16,7/10/2019,191,11,,
B01W,1632,POGR,36.7,33-38,L,OD,0.2,7/17/2019,198,12,,
B01W,1632,POGR,36.7,33-38,L,OD,0.22,7/24/2019,205,13,band readjusted ,
B01W,1632,POGR,36.7,33-38,L,OD,0.21,7/31/2019,212,14,,
B01W,1632,POGR,36.7,33-38,L,OD,0.21,8/8/2019,220,15,,
B01W,1632,POGR,36.7,33-38,L,OD,0.21,8/14/2019,226,16,,
B01W,1632,POGR,36.7,33-38,L,OD,0.11,11/12/2019,316,17,,
B01W,1634,ACRU,40.5,38-43,L,OD,0,11/2/2018,306,1,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.01,4/10/2019,100,2,,no
B01W,1634,ACRU,40.5,38-43,L,OD,0.01,5/17/2019,137,3,,no
B01W,1634,ACRU,40.5,38-43,L,OD,0.01,5/23/2019,143,4,,no
B01W,1634,ACRU,40.5,38-43,L,OD,0.01,5/30/2019,150,5,,no
B01W,1634,ACRU,40.5,38-43,L,OD,0.01,6/5/2019,156,6,,yes
B01W,1634,ACRU,40.5,38-43,L,OD,0.04,6/11/2019,162,7,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.06,6/18/2019,169,8,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.12,6/26/2019,177,9,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.17,7/3/2019,184,10,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.21,7/10/2019,191,11,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.27,7/17/2019,198,12,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.31,7/24/2019,205,13,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.34,7/31/2019,212,14,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.35,8/8/2019,220,15,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.36,8/14/2019,226,16,,
B01W,1634,ACRU,40.5,38-43,L,OD,0.38,11/12/2019,316,17,,
B01W,1636,ACRU,18.2,18-23,L,OS,0,11/2/2018,306,1,reset,
B01W,1636,ACRU,18.2,18-23,L,OS,-0.01,4/10/2019,100,2,,no
B01W,1636,ACRU,18.2,18-23,L,OS,-0.02,5/17/2019,137,3,,no
B01W,1636,ACRU,18.2,18-23,L,OS,-0.02,5/23/2019,143,4,,no
B01W,1636,ACRU,18.2,18-23,L,OS,-0.02,5/30/2019,150,5,,no
B01W,1636,ACRU,18.2,18-23,L,OS,-0.02,6/5/2019,156,6,,yes
B01W,1636,ACRU,18.2,18-23,L,OS,-0.02,6/11/2019,162,7,,
B01W,1636,ACRU,18.2,18-23,L,OS,-0.02,6/18/2019,169,8,,
B01W,1636,ACRU,18.2,18-23,L,OS,-0.03,6/26/2019,177,9,,
B01W,1636,ACRU,18.2,18-23,L,OS,-0.02,7/3/2019,184,10,,
B01W,1636,ACRU,18.2,18-23,L,OS,-0.03,7/10/2019,191,11,,
B01W,1636,ACRU,18.2,18-23,L,OS,0.01,7/17/2019,198,12,,
B01W,1636,ACRU,18.2,18-23,L,OS,0.02,7/24/2019,205,13,,
B01W,1636,ACRU,18.2,18-23,L,OS,0.04,7/31/2019,212,14,,
B01W,1636,ACRU,18.2,18-23,L,OS,0.05,8/8/2019,220,15,,
B01W,1636,ACRU,18.2,18-23,L,OS,0.05,8/14/2019,226,16,,
B01W,1636,ACRU,18.2,18-23,L,OS,0.1,11/12/2019,316,17,,
B01W,1643,FAGR,23.6,23-28,L,OS,0,11/2/2018,306,1,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.01,4/10/2019,100,2,,no
B01W,1643,FAGR,23.6,23-28,L,OS,0.01,5/17/2019,137,3,,no
B01W,1643,FAGR,23.6,23-28,L,OS,0.01,5/23/2019,143,4,,no
B01W,1643,FAGR,23.6,23-28,L,OS,0.01,5/30/2019,150,5,,no
B01W,1643,FAGR,23.6,23-28,L,OS,0.01,6/5/2019,156,6,,yes
B01W,1643,FAGR,23.6,23-28,L,OS,0.01,6/11/2019,162,7,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.03,6/18/2019,169,8,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.11,6/26/2019,177,9,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.17,7/3/2019,184,10,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.24,7/10/2019,191,11,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.28,7/17/2019,198,12,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.3,7/24/2019,205,13,,
B01W,1643,FAGR,23.6,23-28,L,OS,0.33,7/31/2019,212,14,,
